Ticker,Name,1D (%),1M (%),6M (%),YTD (%),1Y (%)
LXEO,"Lexeo Therapeutics, Inc. - Common Stock",-2,-9,-49,-47,89
LYEL,"Lyell Immunopharma, Inc. - Common Stock",1,-23,-23,-40,112
LYFT,"Lyft, Inc. - Class A Common Stock",3,-4,-30,-30,-15
LYTS,LSI Industries Inc. - Common Stock,3,3,30,26,47
LZ,"LegalZoom.com, Inc. - Common Stock",-1,-2,-31,-34,-33
LZMH,LZ Technology Holdings Limited - Class B Ordinary Shares,7,-31,-98,-95,-100
MAAS,Maase Inc. - Class A Ordinary Shares,9,35,202,103,305
MACI,Melar Acquisition Corp. I - Class A Ordinary Shares,0,0,3,2,5
MAGH,Magnitude International Ltd - Ordinary Shares,0,0,41,0,67
MAKO,Mako Mining Corp - Common Stock,-6,1,61,40,132
MAMA,"Mama's Creations, Inc. - Common Stock",1,5,41,15,92
MAMK,MaxsMaking Inc. - Class A Ordinary Shares,0,0,0,0,252
MAMO,Massimo Group - Common Stock,0,2,-75,-74,-54
MANH,"Manhattan Associates, Inc. - Common Stock",3,1,-19,-17,-27
MASI,Masimo Corporation - Common Stock,0,0,23,40,14
MASK,3 E Network Technology Group Ltd - Class A Ordinary Shares,-4,4,-83,-72,-98
MASS,908 Devices Inc. - Common Stock,2,8,18,43,34
MAT,"Mattel, Inc. - Common Stock",1,3,-25,-25,-23
MATH,Metalpha Technology Holding Limited - Ordinary Shares,5,5,-63,-54,-62
MAYS,"J. W. Mays, Inc. - Common Stock",0,2,8,4,11
MAZE,"Maze Therapeutics, Inc. - Common Stock",0,-3,-30,-35,130
MB,MasterBeef Group - Ordinary Shares,-5,-2,-12,-21,37
MBAI,Check-Cap Ltd. - Ordinary Share,-4,17,24,4,115
MBAV,M3-Brigade Acquisition V Corp. - Class A Ordinary shares,0,0,2,2,-5
MBBC,"Marathon Bancorp, Inc. - Common Stock",-1,-8,15,10,33
MBIN,Merchants Bancorp - Common Stock,-1,-8,48,39,41
MBINL,"Merchants Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of 7.625% Fixed Rate Series E Non-Cumulative Perpetual Preferred Stock, without par value",0,3,14,10,14
MBINM,"Merchants Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock",0,1,9,3,10
MBINN,Merchants Bancorp - Depositary Shares 6.00% Fixed Rate Series C Non-Cumulative Perpetual Preferred Stock,-2,-2,8,10,8
MBIO,"Mustang Bio, Inc. - Common Stock",3,-17,-46,-41,-51
MBLY,Mobileye Global Inc. - Class A Common Stock,4,13,-9,-9,-37
MBNKO,"Medallion Bank - Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series G, par value $1.00 per share",0,0,7,4,14
MBOT,Microbot Medical Inc.  - Common Stock,-4,-21,-11,-19,-37
MBVI,M3-Brigade Acquisition VI Corp. - Class A Ordinary Shares,0,0,1,1,0
MBX,"MBX Biosciences, Inc. - Common Stock",0,0,2,4,153
MCBS,"MetroCity Bankshares, Inc. - Common Stock",0,1,27,26,19
MCFT,"MasterCraft Boat Holdings, Inc. - Common Stock",1,0,30,24,35
MCGA,Yorkville Acquisition Corp. - Class A Ordinary Share,0,1,1,1,-5
MCHB,Mechanics Bancorp - Class A Common Stock,-1,-6,9,4,22
MCHP,Microchip Technology Incorporated - Common Stock,3,8,84,45,64
MCHPP,Microchip Technology Incorporated - Depositary Shares Each Representing a 1/20th Interest in a Share of 7.50% Series A Mandatory Convertible Preferred Stock,3,7,64,36,49
MCHX,"Marchex, Inc. - Class B Common Stock",1,-3,4,0,1
MCTA,Charming Medical Limited - Class A Ordinary Shares,0,0,0,0,319
MDAI,"Spectral AI, Inc. - Class A Common Stock",2,37,76,85,82
MDB,"MongoDB, Inc. - Class A Common Stock",3,23,-1,-18,73
MDBH,"MDB Capital Holdings, LLC - Class A common ",0,4,11,11,-1
MDCX,Medicus Pharma Ltd. - Common Stock,5,1,-85,-81,-95
MDGL,"Madrigal Pharmaceuticals, Inc. - Common Stock",1,-1,-12,-13,90
MDIA,Mediaco Holding Inc. - Class A Common Stock,-1,-4,-5,55,-13
MDLN,Medline Inc. - Class A common stock,0,-18,-10,-9,-10
MDLZ,"Mondelez International, Inc. - Class A Common Stock",0,8,12,16,-5
MDXG,"MiMedx Group, Inc - Common Stock",0,8,-47,-44,-47
MDXH,MDxHealth SA - Ordinary Shares,-3,-61,-78,-77,-62
MEDP,"Medpace Holdings, Inc. - Common Stock",1,3,-30,-24,45
MEGL,Magic Empire Global Limited - Class A Ordinary Shares,1,-4,-9,-4,-15
MEHA,"Functional Brands, Inc. - Common Stock",38,-4,-73,-48,-96
MELI,"MercadoLibre, Inc. - Common Stock",-1,-10,-17,-16,-35
MENS,Jyong Biotech Ltd. - Ordinary shares,3,0,-94,-37,-79
MEOH,Methanex Corporation - Common Stock,1,-1,76,48,81
MESH,Meshflow Acquisition Corp. - Class A Ordinary Shares,0,0,1,1,1
MESO,Mesoblast Limited - American Depositary Shares,1,-1,-3,-16,39
META,"Meta Platforms, Inc. - Class A Common Stock",0,-10,0,-6,-5
METC,"Ramaco Resources, Inc. - Class A Common Stock",0,-4,-15,-26,48
METCB,"Ramaco Resources, Inc. - Class B Common Stock",3,-1,-16,-18,33
METCI,"Ramaco Resources, Inc. - 8.250% Senior Notes due 2030",0,1,4,4,9
METCZ,"Ramaco Resources, Inc. - 8.375% Senior Notes due 2029",0,1,0,0,6
MEVO,M Evo Global Acquisition Corp II - Class A Ordinary Shares,0,0,1,1,1
MFI,mF International Limited - Class A Ordinary Shares,-11,-12,-31,-49,60
MFIC,MidCap Financial Investment Corporation - Closed End Fund,0,-7,-5,-5,-8
MFICL,MidCap Financial Investment Corporation - 8.00% Notes due 2028,,0,0,0,0
MFIN,Medallion Financial Corp. - Common Stock,-1,1,2,-5,5
MGEE,MGE Energy Inc. - Common Stock,0,-6,-6,-2,-14
MGIH,Millennium Group International Holdings Limited - Ordinary Shares,-1,-5,0,8,-10
MGN,Megan Holdings Limited - Class A Ordinary Shares,-2,-10,-92,-90,-97
MGNI,"Magnite, Inc. - Common Stock",0,1,-10,-18,-18
MGNX,"MacroGenics, Inc. - Common Stock",7,49,219,181,205
MGPI,"MGP Ingredients, Inc. - Common Stock",0,-10,-16,-24,-40
MGTX,MeiraGTx Holdings plc - Ordinary Shares,-3,1,22,18,82
MGX,"Metagenomi Therapeutics, Inc. - Common Stock",3,-9,-15,-19,-19
MIDD,The Middleby Corporation - Common Stock,2,4,28,-2,-2
MIMI,Mint Incorporation Limited - Class A Ordinary Shares,2,11,-34,15,-93
MIND,"MIND Technology, Inc. - Common Stock",1,6,-23,-22,7
MIST,Milestone Pharmaceuticals Inc. - Common Shares,-7,-24,-41,-31,-1
MITK,"Mitek Systems, Inc. - Common Stock",4,14,80,61,69
MKLY,McKinley Acquisition Corporation - Class A Ordinary Shares,0,1,2,2,3
MKSI,MKS Inc. - Common Stock,2,15,114,91,268
MKTX,"MarketAxess Holdings, Inc. - Common Stock",1,-14,-14,-22,-36
MLAA,Mountain Lake Acquisition Corp. II - Class A Ordinary Shares,0,1,3,3,3
MLAB,"Mesa Laboratories, Inc. - Common Stock",0,11,40,37,-3
MLAC,Mountain Lake Acquisition Corp. - Class A Ordinary Shares,0,0,2,2,4
MLCI,Mount Logan Capital Inc. - Common Stock,2,-23,-55,-58,-14
MLCIL,Mount Logan Capital Inc. - 8.00% Notes Due 2031,0,-2,-5,-5,-5
MLCO,Melco Resorts & Entertainment Limited - American Depositary Shares ,-1,-4,-40,-28,-16
MLEC,Moolec Science SA - Ordinary Shares,6,-4,17,88,-94
MLGO,"MicroAlgo, Inc. - Ordinary Shares",-12,32,-20,3,-89
MLKN,"MillerKnoll, Inc. - Common Stock",0,-10,3,-15,-5
MLTX,MoonLake Immunotherapeutics - Class A Ordinary Shares,-2,8,38,52,-53
MLYS,"Mineralys Therapeutics, Inc. - Common Stock",-1,11,-30,-16,90
MMED,"MiniMed Group, Inc. - Common Stock",1,-8,-36,-36,-36
MMLP,Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests,-1,-1,-4,-7,-17
MMSI,"Merit Medical Systems, Inc. - Common Stock",1,-5,-26,-26,-34
MMTX,Miluna Acquisition Corp - Class A Ordinary Shares,0,0,2,2,2
MMYT,MakeMyTrip Limited - Ordinary Shares,-1,-9,-41,-48,-58
MNDO,MIND C.T.I. Ltd. - Ordinary Shares,1,-14,-20,-21,-37
MNDY,monday.com Ltd. - Ordinary Shares,4,16,-46,-45,-74
MNKD,MannKind Corporation - Common Stock,2,29,-34,-40,-20
MNOV,"MediciNova, Inc. - Common Stock",2,2,-1,5,-2
MNSB,"MainStreet Bancshares, Inc. - Common Stock",-1,-5,24,17,21
MNSBP,"MainStreet Bancshares, Inc. - Depositary Shares",0,0,6,3,13
MNST,Monster Beverage Corporation - Common Stock,1,13,19,14,35
MNTK,"Montauk Renewables, Inc. - Common Stock",1,12,-7,-8,-19
MNTS,Momentus Inc. - Class A Common Stock,-2,18,-32,29,-76
MNY,MoneyHero Limited - Class A Ordinary Shares,-1,1,0,8,84
MOB,Mobilicom Limited - Ordinary Shares,10,-8,4,-13,242
MOBI,"Mobia Medical, Inc. - Common Stock",0,7,7,7,7
MOBX,"Mobix Labs, Inc. - Class A Common Stock",13,-24,-53,-21,-71
MODD,"Modular Medical, Inc. - common stock",5,0,-65,-62,-83
MOLN,Molecular Partners AG - American Depositary Shares,10,-4,4,-1,3
MOMO,Hello Group Inc.  - American Depositary Shares,-2,-4,-12,-9,2
MOVE,"Corvex, Inc. - Common Stock",-6,28,165,254,436
MPAA,"Motorcar Parts of America, Inc. - Common Stock",0,-6,-20,-12,-4
MPB,Mid Penn Bancorp - Common Stock,-1,-4,13,6,22
MPLT,"MapLight Therapeutics, Inc. - Common Stock",-2,-6,121,71,57
MQ,"Marqeta, Inc. - Class A Common Stock",1,-9,-17,-14,-24
MSAI,"MultiSensor AI Holdings, Inc. - Common Stock",7,13,-78,-49,-80
MSBI,"Midland States Bancorp, Inc. - Common Stock",0,8,82,34,74
MSBIP,"Midland States Bancorp, Inc. - Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series A",0,0,9,3,16
MSEX,Middlesex Water Company - Common Stock,1,-1,6,5,-8
MSFT,Microsoft Corporation - Common Stock,0,-1,-11,-11,-8
MSGM,Motorsport Games Inc. - Class A Common Stock,-4,12,64,48,36
MSGY,Masonglory Limited - Ordinary Shares,-1,-5,-82,-83,-89
MSLE,Satellos Bioscience Inc. - Common Stock,-5,-6,13,9,10
MSS,Maison Solutions Inc. - Class A Common Stock,0,-23,-74,-68,-89
MTC,"MMTec, Inc. - Common Shares",-10,-9,147,82,532
MTCH,"Match Group, Inc. - Common Stock",0,-3,11,14,21
MTEK,Maris-Tech Ltd. - ordinary shares,2,4,8,19,-35
MTEN,Mingteng International Corporation Inc. - Class A Ordinary Shares,7,-3,-100,-99,-100
MTEX,"Mannatech, Incorporated - Common Stock",-1,-7,-56,-48,-54
MTLS,Materialise NV - American Depositary Shares,1,11,0,8,10
MTSI,"MACOM Technology Solutions Holdings, Inc. - Common Stock",1,38,133,121,212
MTVA,MetaVia Inc.  - Common Stock,34,142,-53,-60,-55
MVBF,MVB Financial Corp. - Common Stock,0,-1,0,2,34
MVIS,"MicroVision, Inc. - Common Stock",3,0,-37,-30,-47
MVST,"Microvast Holdings, Inc. - Common Stock",6,-25,-57,-48,-62
MXCT,"MaxCyte, Inc. - Common Stock",-2,19,-38,-33,-56
MXL,"MaxLinear, Inc - Common Stock",-1,92,570,436,733
MYGN,"Myriad Genetics, Inc. - Common Stock",-2,-21,-51,-38,-8
MYPS,"PLAYSTUDIOS, Inc.  - Class A Common Stock",6,9,-20,-28,-66
MYSE,"Myseum.AI, Inc. - Common Stock",1,-47,-11,-4,-36
MYSZ,"My Size, Inc. - Common Stock",1,-23,-45,-40,-60
MYX,Maywood Acquisition Corp. 2 - Class A Ordinary Share,0,0,0,0,0
MZTI,The Marzetti Company - Common Stock,2,-10,-30,-30,-30
NAAS,NaaS Technology Inc. - American Depositary Shares,1,38,-13,-2,-33
NAGE,"Niagen Bioscience, Inc. - Common Stock",-3,-26,-47,-41,-65
NAII,"Natural Alternatives International, Inc. - Common Stock",-1,-6,-31,-29,-23
NAKA,Nakamoto Inc. - Common Stock,9,-7,-59,-56,-99
NAMI,Jinxin Technology Holding Company - American Depositary Shares,-21,-39,-53,-61,-89
NAMM,Namib Minerals - Ordinary Shares,4,-33,-5,47,-95
NAMS,NewAmsterdam Pharma Company N.V. - Ordinary Shares,-1,16,-10,1,108
NATH,"Nathan's Famous, Inc. - Common Stock",0,0,12,10,2
NAVI,Navient Corporation - Common Stock,1,-5,-26,-33,-35
NAVN,"Navan, Inc. - Class A Common Stock",7,25,30,22,-1
NB,NioCorp Developments Ltd. - Common Stock,2,-9,-5,-9,122
NBBK,"NB Bancorp, Inc. - Common Stock",-1,0,3,2,17
NBIS,Nebius Group N.V. - Class A Ordinary Shares,-2,48,134,139,439
NBIX,"Neurocrine Biosciences, Inc. - Common Stock",1,22,11,11,28
NBN,Northeast Bank - Common Stock,-1,0,47,20,44
NBP,NovaBridge Biosciences - American Depositary Shares,-1,-27,-56,-59,70
NBTB,NBT Bancorp Inc. - Common Stock,0,4,14,11,12
NBTX,Nanobiotix S.A. - ADSs,2,24,86,85,976
NCEL,NewcelX Ltd. - Ordinary Shares,-1,-18,-6,51,-85
NCI,Neo-Concept International Group Holdings Limited - Class A Ordinary Shares,5,58,6,4,-32
NCMI,"National CineMedia, Inc. - Common Stock",1,-15,-27,-21,-43
NCNA,NuCana plc - American Depositary Shares,0,-9,-47,-45,-74
NCNO,"nCino, Inc. - Common Stock",2,-9,-33,-35,-40
NCPL,Netcapital Inc. - Common Stock,0,107,-12,24,-60
NCSM,"NCS Multistage Holdings, Inc. - Common Stock",1,-43,26,12,44
NCT,Intercont (Cayman) Limited - Class A Ordinary shares,0,5,-88,-51,-98
NCTY,The9 Limited - American Depository Shares,-1,-1,-28,-15,-54
NDAQ,"Nasdaq, Inc. - Common Stock",1,1,4,-6,11
NDLS,Noodles & Company - Class A Common Stock,-4,-7,105,80,80
NDSN,Nordson Corporation - Common Stock,1,2,25,21,48
NECB,"NorthEast Community Bancorp, Inc. - Common Stock",-1,-1,20,7,9
NEGG,"Newegg Commerce, Inc. - Common Shares",0,-45,-74,-61,237
NEO,"NeoGenomics, Inc. - Common Stock",1,7,-20,-22,23
NEOG,Neogen Corporation - Common Stock,0,-6,52,27,45
NEON,Neonode Inc. - Common Stock,-1,8,-14,-2,-83
NEOV,NeoVolta Inc. - Common Stock,4,5,-21,-7,-9
NEPH,"Nephros, Inc. - Common Stock",-6,7,-29,-27,18
NEXM,NexMetals Mining Corp. - Common Stock,-1,9,-19,-31,-58
NEXN,Nexxen International Ltd. - Ordinary Shares,1,15,28,31,-28
NEXT,NextDecade Corporation - Common Stock,0,17,51,57,12
NFBK,"Northfield Bancorp, Inc. - Common Stock",0,3,37,27,26
NFE,New Fortress Energy Inc. - Class A Common Stock,6,-2,-48,-43,-77
NFLX,"Netflix, Inc. - Common Stock",-1,-3,-17,-3,-27
NGEN,NervGen Pharma Corp. - Common stock,-43,-46,-34,-65,-49
NGNE,Neurogene Inc. - Common Stock,0,2,36,37,62
NHIC,NewHold Investment Corp III - Class A Ordinary shares,0,1,2,2,5
NHP,"National Healthcare Properties, Inc. - Class A Common Stock",1,13,23,23,23
NHPAP,"National Healthcare Properties, Inc. - 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock",0,7,28,24,83
NHPBP,"National Healthcare Properties, Inc. - 7.125% Series B Cumulative Redeemable Perpetual Preferred Stock",0,9,29,26,82
NHTC,Natural Health Trends Corp. - Common Stock,-2,0,11,-3,-32
NICE,NICE Ltd - American Depositary Shares each representing one Ordinary Share,-1,-6,-10,-16,-42
NICM,Nicola Mining Inc. - American Depositary Shares,0,0,-11,-11,-11
NIPG,NIP Group Inc. - American Depositary Shares,4,-33,-67,-60,-63
NIVF,NewGenIvf Group Limited - Class A Ordinary Shares,-9,-48,-95,-87,-100
NIXX,"Nixxy, Inc. - Common Stock",-3,-9,-53,-48,-72
NKSH,"National Bankshares, Inc. - Common Stock",0,0,22,8,41
NKTX,"Nkarta, Inc. - Common Stock",0,7,69,62,74
NMFC,New Mountain Finance Corporation - Common Stock,-1,-3,-9,-10,-15
NMFCZ,New Mountain Finance Corporation - 8.250% Notes due 2028,0,1,5,4,8
NMIH,NMI Holdings Inc - Common Stock,-1,-10,-1,-8,-4
NMP,NMP Acquisition Corp. - Class A Ordinary Shares,0,1,2,2,3
NMTC,NeuroOne Medical Technologies Corporation - Common Stock,-5,-20,-7,-28,0
NN,NextNav Inc. - Common stock,2,28,68,34,65
NNDM,Nano Dimension Ltd. - American Depositary Shares,3,-7,3,6,3
NNE,Nano Nuclear Energy Inc. - common stock,7,4,-12,-3,-23
NNNN,Anbio Biotechnology - Class A Ordinary Shares,8,18,35,10,325
NNOX,NANO-X IMAGING LTD - Ordinary Shares,-4,-1,-55,-35,-64
NODK,"NI Holdings, Inc. - Common Stock",0,7,4,5,6
NOEM,CO2 Energy Transition Corp. - Common Stock,0,0,2,1,4
NOMA,NOMADAR Corp. - Class A Common Stock,3,-9,-55,-18,-69
NOTV,"Inotiv, Inc. - Common Stock",0,-7,-66,-50,-89
NOVT,Novanta Inc. - Common Shares,3,20,47,44,30
NPAC,New Providence Acquisition Corp. III - Ordinary Shares,0,0,1,1,-1
NPCE,"Neuropace, Inc. - Common Stock",4,-2,4,12,34
NPT,Texxon Holding Limited - Ordinary shares,7,-30,-64,-74,-73
NSIT,"Insight Enterprises, Inc. - Common Stock",4,33,17,16,-29
NSSC,"NAPCO Security Technologies, Inc. - Common Stock",2,-19,-3,-9,34
NSTS,"NSTS Bancorp, Inc. - Common Stock",1,10,26,9,12
NSYS,Nortech Systems Incorporated - Common Stock,0,-14,71,65,37
NTAP,"NetApp, Inc. - Common Stock",12,29,29,32,42
NTCL,NETCLASS TECHNOLOGY INC - Class A Ordinary Shares,-9,-35,-78,-51,-92
NTCT,"NetScout Systems, Inc. - Common Stock",4,23,55,53,74
NTES,"NetEase, Inc. - American Depositary Shares, each representing 5 ordinary shares",2,5,-15,-20,-4
NTHI,"NeOnc Technologies Holdings, Inc. - Common Stock",0,16,-27,-40,-28
NTIC,Northern Technologies International Corporation - Common Stock,0,0,7,-1,9
NTLA,"Intellia Therapeutics, Inc. - Common Stock",2,-3,51,37,35
NTNX,"Nutanix, Inc. - Class A Common Stock",5,16,-19,-7,-40
NTSK,"Netskope, Inc. - Class A Common Stock",2,20,-36,-30,-48
NVA,Nova Minerals Limited - American Depositary Shares,3,2,-25,-3,155
NVAX,"Novavax, Inc. - Common Stock",3,14,39,29,25
NVCT,"Nuvectis Pharma, Inc. - Common Stock",-5,18,73,22,7
NVDA,NVIDIA Corporation - Common Stock,-2,-1,18,14,59
NVEC,NVE Corporation - Common Stock,4,14,56,52,30
NVMI,Nova Ltd. - Ordinary Shares,1,-5,69,45,154
NVNI,Nvni Group Limited - Ordinary Shares,8,-15,-59,-56,-71
NVNO,enVVeno Medical Corporation - Common Stock,1,-8,-9,-11,-92
NVTS,Navitas Semiconductor Corporation - Common Stock,20,60,253,249,350
NVVE,Nuvve Holding Corp. - Common Stock,7,11,-96,-84,-99
NVX,NOVONIX Limited - American Depository Shares,9,-5,-35,-37,-47
NXGL,"NexGel, Inc - Common Stock",1,-11,-66,-70,-75
NXL,"Nexalin Technology, Inc. - Common Stock",-5,-7,-65,-35,-69
NXPI,NXP Semiconductors N.V. - Common Stock,6,34,67,44,62
NXPL,NextPlat Corp - Common Stock,5,-12,2,5,0
NXST,"Nexstar Media Group, Inc. - Common Stock",0,-7,3,-8,12
NXT,Nextpower Inc. - Class A Common Stock,8,6,50,41,134
NXTC,"NextCure, Inc. - Common Stock",-23,-19,-45,-41,33
NXTS,Nexentis Technologies Inc. - Common Stock,1,-7,-77,-60,-93
NXTT,Next Technology Holding Inc. - Ordinary Shares,-4,-16,-82,-81,-100
NXXT,"NextNRG, Inc. - Common Stock",23,100,-21,-36,-67
NYAX,Nayax Ltd. - Ordinary Shares,1,2,46,31,59
NYXH,Nyxoah SA - Ordinary Shares,0,-4,-37,-36,-63
OABI,"OmniAb, Inc. - Common Stock",4,84,53,41,99
OACC,Oaktree Acquisition Corp. III Life Sciences - Class A Ordinary Share,0,0,1,1,3
OBA,Oxley Bridge Acquisition Limited - Class A Ordinary Shares,0,1,2,2,3
OBAI,"Our Bond, Inc. - Common Stock",0,-22,-99,-99,-99
OBIO,"Orchestra BioMed Holdings, Inc. - Ordinary Shares",-1,-1,-16,-6,44
OBT,"Orange County Bancorp, Inc. - Common Stock",0,-4,31,21,31
OCC,Optical Cable Corporation - Common Stock,17,19,79,176,354
OCCI,"OFS Credit Company, Inc. - Closed End Fund",-2,9,-21,-26,-31
OCCIM,"OFS Credit Company, Inc. - 7.875% Series F Term Preferred Stock",-1,2,5,4,10
OCCIN,"OFS Credit Company, Inc. - 5.25% Series E Term Preferred Stock Due 2026",0,1,4,3,9
OCFC,OceanFirst Financial Corp. - Common Stock,0,-1,4,7,16
OCG,Oriental Culture Holding LTD - Ordinary Shares,3,-8,-100,-97,-100
OCGN,"Ocugen, Inc. - Common Stock",-1,-21,13,-3,40
OCS,Oculis Holding AG - Ordinary shares,-5,9,53,47,48
OCSL,Oaktree Specialty Lending Corporation - Closed End Fund,0,-5,-8,-4,-7
OCTVV,Octave Intelligence plc - Class B Ordinary Shares When Issued,-1,-1,-1,-1,-1
ODD,ODDITY Tech Ltd. - Class A Ordinary Shares,-1,-21,-71,-69,-83
ODFL,"Old Dominion Freight Line, Inc. - Common Stock",1,-5,60,32,29
ODTX,"Odyssey Therapeutics, Inc. - Common Stock",-1,7,7,7,7
ODYS,Odysight.ai Inc. - Common Stock,-3,4,67,46,-7
OESX,"Orion Energy Systems, Inc. - Common Stock",9,7,-31,-34,43
OFAL,OFA Group - Class A Ordinary Shares,-31,-60,-60,-56,-94
OFIX,Orthofix Medical Inc.  - Common Stock,3,-13,-32,-28,-6
OFLX,"Omega Flex, Inc. - Common Stock",3,-13,15,3,-8
OFS,OFS Capital Corporation - Closed End Fund,1,-13,-22,-25,-53
OFSSH,OFS Capital Corporation - 4.95% Notes due 2028,0,2,4,4,12
OFSSO,OFS Capital Corporation - 7.50% Notes due 2028,0,1,3,3,9
OGI,Organigram Global Inc. - Common Shares,-1,-22,-28,-35,-16
OIM,OneIM Acquisition Corp. - Class A Ordinary Shares,0,0,0,0,0
OIO,OIO Group - Ordinary Shares,2,1,-83,-84,-73
OKTA,"Okta, Inc. - Class A Common Stock",3,21,17,10,-27
OKYO,OKYO Pharma Limited - Ordinary Shares,-3,3,-22,-27,-7
OLB,"The OLB Group, Inc. - Common Stock",5,-13,-55,-28,-69
OLED,Universal Display Corporation - Common Stock,3,-1,-17,-22,-35
OLLI,"Ollie's Bargain Outlet Holdings, Inc. - Common Stock",-1,-11,-32,-26,-28
OLMA,"Olema Pharmaceuticals, Inc. - Common Stock",-3,-11,-45,-46,166
OLOX,Olenox Industries Inc. - Common Stock,-1,-19,-84,-76,-99
OLPX,"Olaplex Holdings, Inc. - Common Stock",0,1,88,52,61
OM,"Outset Medical, Inc. - Common Stock",1,-2,0,17,-77
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. - American Depositary Shares each representing 8 Series B shares,-1,-7,2,-5,9
OMCL,"Omnicell, Inc. - Common Stock",1,18,23,-2,50
OMDA,"Omada Health, Inc. - Common Stock",0,12,-9,11,-28
OMEX,"Odyssey Marine Exploration, Inc. - Common Stock",-2,17,-38,-50,24
OMH,Ohmyhome Limited - Class A Ordinary Shares,-5,-17,6,1,-61
OMSE,OMS Energy Technologies Inc. - Ordinary Shares,0,-6,3,5,-44
ON,ON Semiconductor Corporation - Common Stock,6,19,145,105,168
ONB,Old National Bancorp - Common Stock,1,1,14,7,14
ONBPO,"Old National Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of Series C Preferred Stock",0,1,3,2,8
ONBPP,"Old National Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of Series A Preferred Stock",0,0,2,2,6
ONC,BeOne Medicines Ltd. - American Depositary Shares,0,4,-7,0,30
ONCH,1RT Acquisition Corp. - Class A Ordinary Share,0,0,0,0,0
ONCO,"Onconetix, Inc.  - Common Stock",2,-83,-99,-98,-100
ONCY,Oncolytics Biotech Inc. - Common Stock,3,-16,-21,-17,102
ONDS,Ondas Inc - Common Stock,-1,-17,4,-18,862
ONEG,OneConstruction Group Limited - Ordinary Shares,3,-87,-17,-36,-72
ONFO,Onfolio Holdings Inc. - Common Stock,0,-49,-11,-7,-28
ONMD,OneMedNet Corp - Class A Common Stock,6,-25,-32,-26,120
OPAL,OPAL Fuels Inc. - Class A Common Stock,7,-2,-3,-9,-31
OPBK,OP Bancorp - Common Stock,0,0,9,3,14
OPCH,"Option Care Health, Inc. - Common Stock",-3,-25,-30,-35,-35
OPEN,Opendoor Technologies Inc  - Common Stock,-1,-16,-41,-25,559
OPENL,"Opendoor Technologies Inc  - Series A Warrants, each whole warrant exercisable to purchase one share of Common Stock at an exercise price of $13.00 per warrant",6,-33,-57,-51,-57
OPENZ,"Opendoor Technologies Inc  - Series Z Warrants, each whole warrant exercisable to purchase one share of Common Stock at an exercise price of $17.00 per warrant",-2,-38,-37,-43,-37
OPK,"Opko Health, Inc. - Common Stock",-1,6,-2,0,-3
OPTH,Optimi Health Corp. - Common Shares,3,-4,-4,-4,-4
OPTX,"Syntec Optics Holdings, Inc. - Class A Common Stock",-2,14,680,241,497
OPXS,"Optex Systems Holdings, Inc. - Common Stock",2,1,-20,-17,23
OSBC,"Old Second Bancorp, Inc. - Common Stock",0,4,15,9,27
OSIS,"OSI Systems, Inc. - Common Stock",7,-24,-13,-13,-2
OSPN,OneSpan Inc. - Common Stock,2,16,11,9,-15
OSS,"One Stop Systems, Inc. - Common Stock",8,79,284,162,541
OST,"Ostin Technology Group Co., Ltd. - Class A Ordinary Shares",0,0,0,0,-99
OTEX,Open Text Corporation - Common Shares,1,4,-28,-25,-14
OTGA,OTG Acquisition Corp. I - Class A Ordinary Share,0,0,1,1,1
OTLK,"Outlook Therapeutics, Inc. - Common Stock",-7,9,-83,-53,-81
OTLY,Oatly Group AB - American Depositary Shares,0,-16,-16,-9,-8
OVBC,Ohio Valley Banc Corp. - Common Stock,0,3,23,21,48
OVID,Ovid Therapeutics Inc. - Common Stock,1,-8,66,40,749
OVLY,Oak Valley Bancorp (CA) - Common Stock,0,0,22,15,33
OXLC,Oxford Lane Capital Corp. - Closed End Fund,0,-2,-17,-25,-39
OXLCG,Oxford Lane Capital Corp. - 7.95% Notes due 2032,0,0,5,3,12
OXLCI,Oxford Lane Capital Corp. - 8.75% Notes due 2030,0,0,4,3,10
OXLCL,Oxford Lane Capital Corp. - 6.75% Notes due 2031,0,1,5,2,11
OXLCM,"Oxford Lane Capital Corp. - Preferred Stock Shares, 8.25% Series 2031",0,2,5,5,5
OXLCN,Oxford Lane Capital Corp. - 7.125% Series 2029 Term Preferred Stock,0,2,6,5,11
OXLCO,"Oxford Lane Capital Corp. - Preferred Stock Shares, 6.00% Series 2029",0,2,6,4,11
OXLCP,Oxford Lane Capital Corp. - 6.25% Series 2027 Term Preferred Shares,0,0,5,4,10
OXLCZ,Oxford Lane Capital Corp. - 5.00% Notes due 2027,0,0,4,3,9
